Name,NA,EU,JP,Other
Ultimate Game Room,0.03,0,0,0
Alpha Protocol,0,0.03,0,0.01
Penguins of Madagascar,0.01,0.02,0,0
Nobunaga's Ambition II,0,0,0.04,0
DarkStar One,0,0.03,0,0.01
Half-Minute Hero 2,0,0,0.04,0
Clockwork Empires,0,0.03,0,0
Monster Kingdom: Jewel Summoner,0,0,0.04,0
Cook Wars,0.03,0,0,0
Kuroshitsuji: Phantom & Ghost,0,0,0.04,0
Petz: Catz Playground,0.03,0,0,0
Pirates: Duels on the High Seas,0.03,0,0,0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0,0,0.04,0
Sins of a Solar Empire: Trinity,0,0.03,0,0.01
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,0,0,0.04,0
Mahjong 300,0,0.03,0,0
The Ant Bully,0.03,0.01,0,0
Sega Arcade Gallery,0.03,0.01,0,0
Crazy Machines,0,0.03,0,0
Astrology DS,0.03,0,0,0
"My World, My Way (US sales)",0.04,0,0,0
Planescape: Torment,0.01,0.02,0,0.01
Tao Adventure: Curse Demon,0.03,0,0,0
Aegis of Earth: Protonovus Assault,0.02,0.01,0,0.01
Hello Kitty: Roller Rescue,0,0.03,0,0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,0.03,0,0,0
A Game of Thrones: Genesis,0,0.03,0,0.01
Hotel Giant 2,0,0.03,0,0.01
NHRA Drag Racing: Countdown to the Championship,0.02,0.01,0,0
Black Stone: Magic & Steel,0.03,0.01,0,0
MLB 15: The Show,0.03,0,0,0.01
Puyo Pop Fever(us sales),0.03,0,0,0
Hitman: Blood Money,0,0.03,0,0.01
Assassin's Creed Chronicles: China,0,0.03,0,0.01
The Cursed Crusade,0,0.03,0,0.01
Harukanaru Toki no Naka de: Maihitoyo,0,0,0.04,0
Painkiller: Hell Wars,0.03,0.01,0,0
Housekeeping,0,0,0.04,0
FunkMaster Flex's Digital Hitz Factory,0.02,0.01,0,0
Star Wars Jedi Knight: Jedi Academy,0,0.03,0,0.01
Greg Hastings Paintball 2,0.03,0,0,0
Sangoku Koi Senki: Otome no Heihou!,0,0,0.04,0
Batman: A Telltale Game Series,0.01,0.02,0,0.01
Castlevania Bloodlines,0,0,0.04,0
Hakuouki: Zuisouroku DS,0,0,0.04,0
Might & Magic X: Legacy,0,0.03,0,0
Detective Conan: Prelude from the Past,0,0,0.04,0
Luminous Arc 3,0,0,0.04,0
Major League Baseball 2K8,0.03,0,0,0
FabStyle,0,0,0.03,0
Rebel Raiders: Operation Nighthawk,0.02,0.01,0,0
Turbo: Super Stunt Squad,0,0.03,0,0
Zenkoku Dekotora Matsuri,0,0,0.03,0
Adventure Time: Explore the Dungeon Because I Don't Know!,0.02,0.01,0,0
Fast & Furious: Showdown,0,0.03,0,0
Alienators: Evolution Continues,0.03,0.01,0,0
Onechanbara Z Kagura,0,0,0.03,0
Marines: Modern Urban Combat,0.03,0,0,0
DoraMoji: Nobita no Kanji Daisakusen,0,0,0.03,0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,0,0,0.03,0
Supreme Ruler: Cold War,0,0.03,0,0.01
Travel Coach: Europe 1,0,0.03,0,0
Top Gun: Hard Lock,0,0.03,0,0.01
MX World Tour Featuring Jamie Little,0.03,0.01,0,0
XBLAZE Code: Embryo,0.02,0,0.01,0
The Idolmaster: Gravure For You! Vol. 4,0,0,0.03,0
RedCard 20-03,0.03,0.01,0,0
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,0,0,0.03,0
Puyo Puyo 7,0,0,0.03,0
Asterix & Obelix: Kick Buttix,0.02,0.01,0,0
Radiant Silvergun,0,0,0.03,0
Bounty Hounds,0.03,0,0,0
Care Bears - Care Quest,0.02,0.01,0,0
Apache: Air Assault,0,0.03,0,0.01
Cooking Mama: My Sweets Shop,0,0,0.03,0
Championship Manager Season 01/02,0,0.03,0,0.01
Even in a Game Listen to Me Girls. I Am Your Father!,0,0,0.03,0
Tokyo Majin Gakuen: Kenfuuchou,0,0,0.03,0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,0,0,0.03,0
Zatch Bell! Electric Arena,0.02,0.01,0,0
Boulder Dash: Rocks!,0,0.03,0,0
NHRA Drag Racing: Countdown to the Championship,0.03,0,0,0
The Void,0,0.03,0,0.01
TOCA Race Driver 3,0.03,0.01,0,0
Daito Giken Premium Pachi-Slot Collection: Yoshimune,0,0,0.03,0
Maximum Racing: Drag & Stock Racer,0.03,0,0,0
Sky Dancers,0.02,0.01,0,0
Silent Scope,0.02,0.01,0,0
Resident Evil 4 HD,0.03,0,0,0.01
World Series of Poker: Tournament of Champions 2007 Edition,0.02,0.01,0,0
Clever Kids: Pirates,0,0.03,0,0
Yggdra Union: We'll Never Fight Alone,0,0,0.03,0
Tour de France 2014,0,0.03,0,0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,0,0,0.03,0
Rapala Tournament Fishing!,0.03,0,0,0
The Legend of Heroes: Trails in the Sky SC Evolution,0,0,0.03,0
Prey,0,0.03,0,0.01
Wangan Midnight,0,0,0.03,0
ESPN NBA 2Night 2002,0.02,0.01,0,0
Cabela's Dangerous Hunts 2,0.03,0.01,0,0
SpongeBob: HeroPants,0.03,0,0,0
Kekkaishi: Kokubourou no Kage,0,0,0.03,0
Trap Gunner: Countdown to Oblivion,0.02,0.01,0,0
Suzumiya Haruhi no Tsuisou,0,0,0.03,0
Mame Goma: Shiro to Kuro no Meikyuu,0,0,0.03,0
"Crouching Tiger, Hidden Dragon",0.02,0.01,0,0
Clash of Elementalists,0,0.03,0,0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,0,0,0.03,0
Harukanaru Toki no Naka de Yumenoukihashi Special,0,0,0.03,0
Rise of Nations: Rise of Legends,0,0.03,0,0.01
Sabre Wulf,0.02,0.01,0,0
Tsuyo Kiss: Mighty Heart,0,0,0.03,0
Zoo Tycoon,0,0.03,0,0.01
Gacharoku,0,0,0.03,0
SX Superstar,0.03,0.01,0,0
Cake Mania: Baker's Challenge,0.03,0,0,0
MotoGP,0.03,0,0,0
Zoo Vet: Endangered Animals,0.03,0,0,0
Deer Drive: Legends,0.03,0,0,0
Driven,0.02,0.01,0,0
Red Faction II,0.03,0.01,0,0
Criminal Girls 2,0,0,0.03,0
SD Gundam G Generation: Gather Beat 2,0,0,0.03,0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,0,0,0.03,0
Who Wants to be a Millionaire: 1st Edition,0,0.03,0,0
Diabolik Lovers: Dark Fate,0,0,0.03,0
Battle Engine Aquila,0.02,0.01,0,0
Astonishia Story,0.03,0,0,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0,0,0.03,0
Special Forces: Nemesis Strike,0.03,0.01,0,0
Women's Volleyball Championship,0,0,0.03,0
Junior Island Adventure,0.03,0,0,0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,0,0,0.03,0
MX vs. ATV Supercross,0.02,0.01,0,0.01
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,0,0,0.03,0
Sacra Terra: Angelic Night,0.01,0.02,0,0.01
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.02,0.01,0,0
Battle Assault 3 featuring Gundam Seed,0.02,0.01,0,0
Crimson Tears,0.02,0.01,0,0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,0,0,0.03,0
Batman Forever: The Arcade Game,0.02,0.01,0,0
Romance of the Three Kingdoms (3DS),0,0,0.03,0
Electroplankton,0.01,0,0.02,0
Cabela's Outdoor Adventures,0.03,0.01,0,0
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0,0,0.03,0
Backyard NFL Football 2006,0.02,0.01,0,0
Game of Thrones (Telltale),0.02,0.01,0,0
Mashiro Iro Symphony: *mutsu-no-hana,0,0,0.03,0
Monster Guardians,0,0,0.03,0
Sunday vs Magazine Shuuketsu! Choujou Daikessen,0,0,0.03,0
An American Tail: Fievel's Gold Rush,0.02,0.01,0,0
Dead or Alive Xtreme 3: Venus,0,0,0.03,0
Diabolik Lovers: More Blood,0,0,0.03,0
Magna Carta Portable,0,0,0.03,0
Red Faction: Guerrilla,0,0.03,0,0.01
The Italian Job,0.03,0.01,0,0
Crazy Chicken: Star Karts,0.03,0,0,0
Detective Conan: Phantom Rhapsody,0,0,0.03,0
Super Dodgeball Brawlers (jp sales),0,0,0.03,0
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,0,0,0.03,0
M&Ms Shell Shocked,0.02,0.01,0,0
RACE On,0,0.03,0,0.01
K-On! After School Live!! HD Ver.,0,0,0.03,0
Metal Gear Solid: The Essential Collection (JP sales),0,0,0.03,0
Overlord II,0,0.03,0,0.01
Young Justice: Legacy,0,0.03,0,0
3D Baseball,0.02,0.01,0,0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,0,0,0.03,0
First Queen: Ornic Senki,0,0,0.03,0
Call of Juarez: Bound in Blood,0,0.03,0,0.01
Dream C Club Zero,0,0,0.03,0
Shining Stars,0.03,0,0,0
Tail Concerto,0.02,0.01,0,0
The Sum of All Fears,0.03,0.01,0,0
James Pond: Codename Robocod,0.02,0.01,0,0
Yumi's Odd Odyssey,0,0,0.03,0
Night Head: The Labyrinth,0,0,0.03,0
JoJo's Bizarre Adventure: Eyes of Heaven,0,0,0.03,0
Angler's Club: Ultimate Bass Fishing 3D,0,0.03,0,0
Utawarerumono Portable,0,0,0.03,0
Gaia Saver Hero Saidai no Sakusen,0,0,0.03,0
EverBlue 2,0.02,0.01,0,0
Emma at the Farm,0.03,0,0,0
NASCAR Heat Evolution,0.03,0,0,0.01
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,0,0,0.03,0
The Sims 2: Glamour Life Stuff,0,0.03,0,0.01
Safari Adventures: Africa,0.03,0,0,0
Summer Athletics: The Ultimate Challenge,0.02,0.01,0,0
Prince of Persia: The Forgotten Sands,0,0.03,0,0
Yumeiro Patissiere: My Sweets Cooking,0,0,0.03,0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,0,0,0.03,0
Clannad,0,0,0.03,0
Maximum Racing: GP Classic Racing,0.03,0,0,0
Trials Fusion,0,0.03,0,0
Rugby League Live 3,0,0.03,0,0
PowerSlave,0.02,0.01,0,0
Legend of the Dragon,0.03,0,0,0
Project Gotham Racing 2 (JP weekly sales),0,0,0.03,0
Ukiyo no Shishi,0,0,0.03,0
The Binding of Isaac,0,0.03,0,0
CT Special Forces,0.02,0.01,0,0
FIFA World Cup: Germany 2006,0.02,0.01,0,0
Jewel Master: Cradle of Rome,0.03,0,0,0
Midnight Mysteries: The Edgar Allan Poe Conspiracy,0,0.03,0,0.01
Beastly,0.03,0,0,0
Crash Time: Autobahn Pusuit,0.03,0,0,0
Earthworm Jim 2,0.02,0.01,0,0
Garfield: A Tale of Two Kitties,0.03,0,0,0
Tamagotchi no Doki Doki Dream Omisecchi,0,0,0.03,0
Toushin Toshi,0,0,0.03,0
Suujin Taisen,0,0,0.03,0
SBK 2011: FIM Superbike World Championship,0,0.03,0,0.01
Driv3r,0.02,0.01,0,0
Street Supremacy,0.03,0,0,0
Combat Mission: Shock Force,0,0.03,0,0.01
Rome: Total War - Gold Edition,0,0.03,0,0.01
House M.D.,0.02,0.01,0,0
Mystery Case Files: Ravenhearst,0.01,0.02,0,0.01
YoKai Watch Dance: Just Dance Special Version,0,0,0.03,0
River King: Mystic Valley (jp sales),0,0,0.03,0
Winning Post World,0,0,0.03,0
Jig-A-Pix: Wild World,0.03,0.01,0,0
Best Friends Tonight,0.03,0,0,0
Beyond the Labyrinth,0,0,0.03,0
Living Legends: Frozen Beauty,0,0.03,0,0
Super Hero Generation,0,0,0.03,0
.hack: Sekai no Mukou ni + Versus,0,0,0.03,0
Sea Park Tycoon,0.02,0.01,0,0
Disney Sports Soccer,0.03,0.01,0,0
Cooking Mama 5: Bon Appetit!,0,0,0.03,0
Mame Goma: Honobo no Nikki,0,0,0.03,0
Guitar Hero: World Tour,0,0.03,0,0.01
Nancy Drew: Alibi In Ashes,0.03,0,0,0
The Walking Dead: Season One,0,0.03,0,0.01
Ultimate Block Party,0.03,0,0,0
Disney's Hide & Sneak,0.03,0.01,0,0
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0,0,0.03,0
Nobunaga no Yabou: Kakushin with Power-Up Kit,0,0,0.03,0
Raw Danger!,0.02,0.01,0,0
Arthur and the Invisibles,0.03,0,0,0
Flipper Critters,0.03,0,0,0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,0,0,0.03,0
Monster Rancher Hop-A-Bout,0.02,0.01,0,0
Foto Showdown,0.03,0,0,0
Custom Beat Battle: Draglade 2,0,0,0.03,0
Gotouchi Kenkei DS,0,0,0.03,0
Bikkuriman Daijiten,0,0,0.03,0
Accel World: Ginyoku no Kakusei,0,0,0.03,0
Elf Bowling 1 & 2,0.02,0.01,0,0
Men of War,0.01,0.02,0,0.01
Toy Shop,0.03,0,0,0
Metroid Prime: Federation Force,0.02,0.01,0.01,0
GunGriffon: Allied Strike,0.02,0.01,0,0
Stacked with Daniel Negreanu,0.03,0,0,0
Vitamin X Evolution,0,0,0.03,0
Saru! Get You! SaruSaru Daisakusen,0,0,0.03,0
Sonic Boom: Fire & Ice,0.03,0,0,0
The Flintstones: Big Trouble in Bedrock,0.02,0.01,0,0
Hallowed Legends: Samhain,0,0.02,0,0.01
Captain Morgane and the Golden Turtle,0,0.03,0,0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,0,0,0.03,0
Silverlicious,0.03,0,0,0
Majesty 2: The Fantasy Kingdom Sim,0.03,0,0,0
Gakusen Toshi Asterisk Festa: Houka Kenran,0,0,0.03,0
BeatMania IIDX 14 Gold,0,0,0.03,0
PopCap Arcade Vol 2,0.03,0,0,0
Toriko: Ultimate Survival,0,0,0.03,0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,0,0,0.03,0
Vegas Casino,0.03,0,0,0
Monster High: New Ghoul in School,0,0.03,0,0
Madou Monogatari,0,0,0.03,0
Biker Mice From Mars,0.03,0,0,0
Smart Girl's Winter Wonderland,0.03,0,0,0
Tork: Prehistoric Punk,0.02,0.01,0,0
Togainu no Chi: True Blood,0,0,0.03,0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,0,0,0.03,0
Chicken Shoot 2,0.02,0.01,0,0
Neverwinter Nights,0,0.03,0,0.01
East India Company Collection,0,0.03,0,0
Battle vs. Chess,0,0.03,0,0
The Inner World,0,0.03,0,0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,0,0,0.03,0
Underground Pool,0.03,0,0,0
Accel World: Ginyoku no Kakusei,0,0,0.03,0
Classic Dungeon: Fuyoku no Masoujin,0,0,0.03,0
Alter Ego,0,0.03,0,0.01
Dragon's Dogma Online,0,0,0.03,0
Rampo,0,0,0.03,0
River City Super Sports Challenge,0.01,0,0.02,0
My Pet Shop (JP sales),0,0,0.03,0
Exstetra,0,0,0.03,0
Konami Classics Series: Arcade Hits,0.01,0,0.02,0
Dodge Racing: Charger vs Challenger,0.03,0,0,0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,0,0,0.03,0
Atelier Sophie: The Alchemist of the Mysterious Book,0,0,0.03,0
SingStar Chartbreaker,0,0.02,0,0.01
Hiiro no Kakera 2: Hisui no Shizuku,0,0,0.03,0
Pro Yakyuu Spirits 5 Kanzenban,0,0,0.03,0
Sorcery Saga: The Curse of the Great Curry God,0,0,0.03,0
SingStar Fussballhits,0,0.02,0,0.01
A Good Librarian Like a Good Shepherd: Library Party,0,0,0.03,0
Dance Factory,0.02,0.01,0,0
LEGO Legends of Chima: Laval's Journey,0,0.03,0,0
Montessori Music,0.01,0.02,0,0
Totally Spies!,0.02,0.01,0,0
DragonHeart: Fire & Steel,0.02,0.01,0,0
Nishijin Pachinko Monogatari 2,0,0,0.03,0
Chaos;Head - Love Chu*Chu!,0,0,0.03,0
Gal Gun: Double Peace,0,0.02,0.01,0
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,0,0,0.03,0
RoadKill,0.02,0.01,0,0
The Legend of Heroes III: Song of the Ocean,0.03,0,0,0
Dungeon Maker: Hunting Ground,0.03,0,0,0
Mushihimesama Futari Ver 1.5,0,0,0.03,0
F1 2002,0.02,0.01,0,0
Pocket Fighter,0,0,0.03,0
Lock On: Modern Air Combat,0,0.03,0,0.01
Toaru Majutsu no Kagaku no Ensemble,0,0,0.03,0
Ojyousama Express,0,0,0.03,0
Guilty Gear XX Accent Core Plus,0.01,0.02,0,0
Starsky & Hutch,0.02,0.01,0,0
Super Meat Boy: Ultra Edition!,0,0.02,0,0.01
Sitting Ducks,0.02,0.01,0,0
Brothers Conflict: Brilliant Blue,0,0,0.03,0
JoJo's Bizarre Adventure: Eyes of Heaven,0,0,0.03,0
Hajime no Ippo: The Fighting! (2014),0,0,0.03,0
Eyeshield 21: Field Saikyou no Senshi Tachi,0,0,0.03,0
Fullmetal Alchemist: Brotherhood,0,0,0.03,0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,0,0,0.03,0
Medabots 9: Metabee / Rokusho,0,0,0.03,0
Doodle Hex,0,0.03,0,0
Homeworld 2,0,0.03,0,0.01
Hakuoki Zuisouroku Omokage Hana,0,0,0.03,0
Hearts of Iron IV,0,0.03,0,0
thinkSMART FAMILY!,0.03,0,0,0
Last Escort: Club Katze,0,0,0.03,0
Stacked with Daniel Negreanu,0.02,0.01,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,0,0,0.03,0
Rayman 3: Hoodlum Havoc,0,0.03,0,0.01
Otometeki Koi Kakumei * Love Revo,0,0,0.03,0
Phantasy Star Online 2 Episode 4: Deluxe Package,0,0,0.03,0
Timmy Time,0,0.03,0,0
Infinite Stratos 2: Ignition Hearts,0,0,0.03,0
Dr. Muto,0.02,0.01,0,0
Airship Q,0,0,0.03,0
Ratatouille,0.01,0.01,0,0
Otomedius Gorgeous,0,0,0.03,0
Jikandia: The Timeless Land,0.03,0,0,0
Egg Mania: Eggstreme Madness,0.02,0.01,0,0
Super Heroine Chronicle,0,0,0.03,0
Boot Camp Academy,0.03,0,0,0
Kiniro no Corda 3,0,0,0.03,0
Zero Escape: Virtue's Last Reward,0.03,0,0,0
Darkstalkers Resurrection,0,0,0.03,0
Take On Helicopters,0,0.02,0,0.01
Highschool Terra Story,0,0,0.03,0
Emergency! Disaster Rescue Squad,0.03,0,0,0
Shaun White Skateboarding,0,0.03,0,0.01
Empire Earth II,0,0.03,0,0
Suggoi! Arcana Heart 2,0,0,0.03,0
MotoGP 15,0,0.03,0,0
NBA 2K13,0,0.02,0,0
Mother Goose no Himitsu no Yakata,0,0,0.03,0
Harry Potter and the Half-Blood Prince,0,0.03,0,0.01
Winning Post 7 2009,0,0,0.03,0
Knights of Honor,0,0.02,0,0.01
Puzzle & Action: Tant-R,0,0,0.03,0
Code Lyoko: Quest for Infinity,0.03,0,0,0
Away: Shuffle Dungeon,0.02,0,0,0
Digimon World 4,0.02,0.01,0,0
Bubble Bobble Evolution,0.03,0,0,0
Codename: Panzers Cold War,0,0.02,0,0.01
Kekkaishi: Kokubourou Shuurai,0,0,0.03,0
Shugo Chara! Amunonijiro Chara Change,0,0,0.03,0
Galleon: Islands of Mystery,0.02,0.01,0,0
Renai 0 Kilometer,0,0,0.03,0
World Sports Competition,0.02,0,0,0.01
Summon Night 6: Lost Borders,0,0,0.03,0
Tantei Jinguuji Saburo DS: Kienai Kokoro,0,0,0.03,0
Far East of Eden Shinden,0,0,0.03,0
Sunny Garcia Surfing,0.02,0.01,0,0
MotorHead,0.02,0.01,0,0
Alia's Carnival! Sacrament,0,0,0.03,0
Nacho Libre,0.03,0,0,0
StormLover,0,0,0.03,0
Gensou Suikoden I & II,0,0,0.03,0
Gloria Union,0,0,0.03,0
Ebikore Photo Kano Kiss,0,0,0.03,0
Bad Apple Wars,0,0,0.03,0
Transformers: Devastation,0,0.03,0,0
Eyeshield 21: DevilBats DevilDays,0,0,0.03,0
Jyuzaengi: Engetsu Sangokuden,0,0,0.03,0
Shin Sangoku Musou Online: Kamishou Ranbu,0,0,0.03,0
Dancing Blade II: Tears of Eden,0,0,0.03,0
Kokoro no Kokoron,0,0,0.03,0
Hiiro no Kakera 3: Aoikuro no Kusabi,0,0,0.03,0
BeatMania IIDX 13: DistorteD,0,0,0.03,0
Section 8,0.01,0.01,0,0
Go! Go! Hypergrind,0.02,0.01,0,0
Keshisasu-Kun: Battle Kas-tival,0,0,0.03,0
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,0,0,0.03,0
Hot Pixel,0.03,0,0,0
Peak Performance,0.02,0.01,0,0
Dance Dance Revolution: Hottest Party 5,0,0.03,0,0
Who Wants to be a Millionaire: 2nd Edition,0,0.03,0,0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,0,0,0.03,0
DokiDoki Majo Shinpan! 2,0,0,0.03,0
S.L.A.I.: Steel Lancer Arena International,0.01,0.01,0,0
Pet Alien: An Intergalactic Puzzlepalooza,0.03,0,0,0
Freaky Flyers,0.02,0.01,0,0
Blokus Portable: Steambot Championship,0.03,0,0,0
Renai Revenge,0,0,0.03,0
Zoboomafoo: Leapin' Lemurs!,0.02,0.01,0,0
Atelier Shallie Plus: Alchemists of the Dusk Sea,0,0,0.03,0
Dennou Senki Virtual-On Force,0,0,0.03,0
Sins of a Solar Empire,0,0.02,0,0.01
Graffiti Kingdom,0.01,0.01,0,0
Langrisser: Re:Incarnation Tensei,0.02,0,0.01,0
Nettou! Powerful Koushien,0,0,0.03,0
Lords of the Fallen,0,0.03,0,0
Great Edo Blacksmith,0,0,0.03,0
Armored Core SL: Silent Line Portable,0,0,0.03,0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0,0,0.03,0
Combat Elite: WWII Paratroopers,0.02,0.01,0,0
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,0,0,0.03,0
Lethal Enforcers I & II,0.02,0.01,0,0
Klonoa 2: Dream Champ Tournament,0.02,0.01,0,0
Shantae and the Pirate's Curse,0,0,0.03,0
Minna no Golf Jou Vol.1,0,0,0.03,0
The Peanuts Movie: Snoopy's Grand Adventure,0,0.03,0,0
Resident Evil 4,0,0.02,0,0.01
Power Rangers Super Megaforce,0.01,0.01,0,0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.01,0.02,0,0
Cabela's Big Game Hunter: Pro Hunts,0.03,0,0,0
Super Collapse! II,0.02,0.01,0,0
Ducati World Racing Challenge,0.02,0.01,0,0
Pop'n Music 14 Fever!,0,0,0.03,0
Golden Nugget Casino / Texas Hold 'Em Double Pack,0.02,0.01,0,0
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,0,0,0.03,0
Lux-Pain (JP sales),0,0,0.03,0
Smashing Drive,0.02,0.01,0,0
Senko no Ronde DUO,0,0,0.03,0
Starshot: Space Circus Fever,0.02,0.01,0,0
Charlie Blasts Territory,0.02,0.01,0,0
Big Mountain 2000,0.02,0.01,0,0
Tokimeki Memorial Girl's Side 1st Love Plus,0,0,0.03,0
CIMA: The Enemy,0.02,0.01,0,0
N+,0.03,0,0,0
Katekyoo Hitman Reborn! Kizuna no Tag Battle,0,0,0.03,0
Code Geass: Hangyaku no Lelouch,0,0,0.03,0
GTR Evolution,0,0.02,0,0.01
Hudson x GReeeeN Live!? DeeeeS!?,0,0,0.03,0
Daibakushou: Jinsei Gekijou,0,0,0.03,0
Marble Madness / Klax,0.02,0.01,0,0
Downstream Panic!,0.03,0,0,0
DJ Max Portable 3,0.01,0,0.02,0
Suzumiya Haruhi no Chokuretsu,0,0,0.03,0
SimCity,0,0.02,0,0.01
The Idolmaster: Gravure For You! Vol. 5,0,0,0.03,0
S.Y.K Renshouden,0,0,0.03,0
Casino Chaos With Las Vegas Players Collection,0.03,0,0,0
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,0,0,0.03,0
Konpeki no Kantai,0,0,0.03,0
D.C.I.F.: Da Capo Innocent Finale,0,0,0.03,0
Galaxy Angel II: Mugen Kairou no Kagi,0,0,0.03,0
Nectaris: Military Madness,0.02,0.01,0,0
Doom 3 BFG Edition,0,0.02,0,0.01
Tenka-bito,0,0,0.03,0
BRAHMA Force: The Assault on Beltlogger 9,0.02,0.01,0,0
Petz: Dolphinz Encounter,0.01,0.01,0,0
Star Trek: Tactical Assault,0.02,0.01,0,0
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,0,0,0.03,0
Samurai Spirits: Tenkaichi Kenkakuden,0,0,0.03,0
Robo Pit,0.02,0.01,0,0
Emily Archer and the Curse of Tutankhamun,0,0.03,0,0
Story Hour: Adventures,0.03,0,0,0
Braid,0,0.02,0,0.01
Muv-Luv Alternative: Total Eclipse,0,0,0.03,0
R-Type III: The Third Lightning,0.02,0.01,0,0
Star Wars: The Force Unleashed II,0.03,0,0,0
Need for Speed (2015),0,0.03,0,0
Hakuouki,0,0,0.03,0
"Princess Natasha: Student, Secret Agent, Princess",0.03,0,0,0
Atomic Betty,0.02,0.01,0,0
Monster Hunter Frontier Online: Season 10,0,0,0.03,0
Robin Hood: Defender of the Crown,0.02,0.01,0,0
Street Jam Basketball,0.02,0.01,0,0
Master of Monsters: Disciples of Gaia,0.02,0.01,0,0
Armored Core: Last Raven Portable,0,0,0.03,0
SD Gundam: Gashapon Wars,0,0,0.03,0
Commander: Conquest of the Americas,0,0.02,0,0.01
Curious George,0.02,0.01,0,0
Disney's Aladdin,0.02,0.01,0,0
Royal Palace of White Sword and The City of Gentiles,0,0.02,0,0.01
Virtual Pool: Tournament Edition,0.02,0.01,0,0
Kung Fu Panda: Showdown of Legendary Legends,0,0.03,0,0
Nippon no Asoko de,0,0,0.03,0
007: Quantum of Solace,0.01,0.01,0,0
MapleStory DS,0,0,0.03,0
Phantasy Star Online 2: Episode 3 Deluxe Package,0,0,0.03,0
Pimp My Ride: Street Racing,0.03,0,0,0
Let's Dance with Mel B,0,0.02,0,0.01
Popeye: Rush for Spinach,0.02,0.01,0,0
Culdcept,0.01,0.01,0,0
Beyblade Evolution,0.02,0.01,0,0
Pro Cycling Manager 2016,0,0.03,0,0
Blue Breaker: Ken Yorimo Hohoemi o,0,0,0.03,0
BeatMania IIDX 15: DJ Troopers,0,0,0.03,0
Heathcliff! The Fast and the Furriest,0.03,0,0,0
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,0,0,0.03,0
Planet of the Apes,0.02,0.01,0,0
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,0,0,0.03,0
Worms,0,0.02,0,0.01
Drake & Josh: Talent Showdown,0.03,0,0,0
Real World Golf,0.02,0.01,0,0
Winx Club: Rockstars,0,0.03,0,0
Hissatsu Pachinko Collection 3,0,0,0.03,0
Oumagatoki: Kaidan Romance,0,0,0.03,0
Jack Keane,0,0.02,0,0
World of Zoo,0,0.02,0,0.01
Kung Fu Panda: Legendary Warriors,0.02,0,0,0
Mahjong Kakutou Club: Zenkoku Taisenban,0,0,0.03,0
Hayate no Gotoku! Nightmare Paradise,0,0,0.03,0
NBA 08,0.03,0,0,0
Secret Files 2: Puritas Cordis,0,0.03,0,0
Nanashi no Game Me,0,0,0.03,0
Heroes of Hellas 2: Olympia,0,0.03,0,0
Young Justice: Legacy,0.03,0,0,0
